SRR27013314_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013314_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_13_length_97976_cov_26.405553	17620	18021	-	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013314_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013314_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_268913_cov_24.656444	149997	151568	-	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013315_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013315_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013315_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_14_length_63396_cov_31.213628	46251	46652	+	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013315_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013315_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_191001_cov_29.273065	117133	118704	+	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013316_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013316_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013316_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_13_length_97976_cov_31.568171	17620	18021	-	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013316_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013316_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_8_length_139999_cov_30.804214	117164	118735	+	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013325_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013325_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013325_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_10_length_97976_cov_36.055984	79956	80357	+	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013325_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013325_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_3_length_240919_cov_33.001669	92963	94534	+	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_13_length_97976_cov_31.112020	17620	18021	-	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_7_length_173433_cov_28.450336	93629	95200	+	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_10_length_97976_cov_29.784331	79956	80357	+	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_293927_cov_26.151300	117184	118755	+	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_10_length_97976_cov_28.605392	79956	80357	+	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_219147_cov_26.547379	100060	101631	-	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_24_length_29856_cov_32.522924	17620	18021	-	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_265454_cov_35.194552	117088	118659	+	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013330_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013330_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013330_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_12_length_97976_cov_40.488181	79956	80357	+	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013330_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013330_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_1_length_294781_cov_36.721500	119940	121511	+	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_13_length_97943_cov_40.930369	79923	80324	+	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_1_length_302985_cov_37.148849	183789	185360	-	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_15_length_97976_cov_38.222537	79956	80357	+	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_4_length_197475_cov_33.127252	179945	181516	-	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_12_length_97943_cov_41.992711	79923	80324	+	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_299624_cov_37.404238	180632	182203	-	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_12_length_97976_cov_51.309456	17620	18021	-	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_303309_cov_44.852425	121122	122693	+	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_12_length_97943_cov_38.551699	79923	80324	+	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_3_length_269711_cov_36.538311	151052	152623	-	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_14_length_97943_cov_39.365002	79923	80324	+	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_303228_cov_34.107670	183798	185369	-	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_15_length_64691_cov_35.195728	13938	15509	-	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_17_length_58561_cov_36.868672	17623	18024	-	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_10_length_85338_cov_33.203859	16812	18383	-	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_16_length_64270_cov_30.604820	17623	18024	-	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_5_length_97983_cov_38.385311	17623	18024	-	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_6_length_89786_cov_32.771077	72170	73741	-	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_12_length_97943_cov_52.255500	17620	18021	-	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_4_length_243429_cov_45.285468	66888	68459	+	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_10_length_97976_cov_44.160666	17620	18021	-	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_4_length_212441_cov_40.430386	143910	145481	-	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_13_length_97976_cov_41.818578	79956	80357	+	fosX	1-402/402	===============	0/0	100	100	ncbi	NG_055654.1	fosfomycin resistance thiol transferase FosX	FOSFOMYCIN
SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	SPAdes_output/SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_1_length_350151_cov_35.793051	184317	185888	-	lmo0919_fam	1-1572/1572	===============	0/0	100	94.66	ncbi	NG_050599.1	lincomycin resistance ABC-F type ribosomal protection protein	LINCOSAMIDE
