SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_174011_cov_19.846156	NC_003210.1	82.132	1595	0.0	1343	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_174011_cov_19.846156	NC_003210.1	90.625	288	2.00e-104	383	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_174011_cov_19.846156	NC_003210.1	95.872	218	5.65e-95	351	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_174011_cov_19.846156	NC_003210.1	85.837	233	4.59e-61	239	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_174011_cov_19.846156	NC_003210.1	100.000	86	3.67e-37	159	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_174011_cov_19.846156	NC_003210.1	95.455	88	1.33e-31	141	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_174011_cov_19.846156	NC_003210.1	100.000	74	1.72e-30	137	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_174011_cov_19.846156	NC_003210.1	100.000	74	1.72e-30	137	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_174011_cov_19.846156	NC_003210.1	98.684	76	6.19e-30	135	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_174011_cov_19.846156	NC_003210.1	93.258	89	2.88e-28	130	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	94.764	74522	0.0	1.160e+05	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	94.527	74767	0.0	1.154e+05	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	94.171	8080	0.0	12303	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	94.312	6399	0.0	9790	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	96.339	1557	0.0	2555	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	85.022	1589	0.0	1594	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	84.731	1061	0.0	1062	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	83.988	1018	0.0	966	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	83.307	641	6.60e-164	580	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	83.507	479	6.98e-124	448	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	100.000	130	1.27e-61	241	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	97.842	139	4.57e-61	239	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	97.842	139	4.57e-61	239	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	99.231	130	5.92e-60	235	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	99.231	130	5.92e-60	235	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	84.466	206	1.67e-50	204	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_3_length_173457_cov_24.940847	NC_003210.1	95.833	48	3.79e-12	76.8	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	94.393	55343	0.0	84926	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	95.565	34184	0.0	54709	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	94.251	32614	0.0	49808	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	88.955	11073	0.0	13590	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	89.356	5299	0.0	6645	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	90.647	139	2.27e-43	180	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	89.928	139	1.06e-41	174	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	89.855	138	3.81e-41	172	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	97.753	89	1.38e-35	154	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	85.714	147	8.30e-33	145	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	96.629	89	8.30e-33	145	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	100.000	77	2.98e-32	143	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	98.734	79	1.07e-31	141	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	93.684	95	1.07e-31	141	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	98.734	79	3.86e-31	139	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	100.000	75	3.86e-31	139	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	100.000	75	3.86e-31	139	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	100.000	75	3.86e-31	139	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	100.000	73	4.99e-30	135	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	87.143	70	8.53e-13	78.7	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	97.368	38	2.39e-08	63.9	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_4_length_140319_cov_20.094021	NC_003210.1	100.000	33	8.59e-08	62.1	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_5_length_92531_cov_24.207199	NC_003210.1	95.683	35740	0.0	57428	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_5_length_92531_cov_24.207199	NC_003210.1	94.391	17258	0.0	26493	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_5_length_92531_cov_24.207199	NC_003210.1	95.641	15876	0.0	25479	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_5_length_92531_cov_24.207199	NC_003210.1	94.150	14256	0.0	21675	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_5_length_92531_cov_24.207199	NC_003210.1	95.807	9491	0.0	15319	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_5_length_92531_cov_24.207199	NC_003210.1	88.462	312	1.78e-102	375	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_5_length_92531_cov_24.207199	NC_003210.1	86.007	293	3.94e-84	315	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_5_length_92531_cov_24.207199	NC_003210.1	82.667	300	1.45e-68	263	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_5_length_92531_cov_24.207199	NC_003210.1	84.932	219	2.46e-56	222	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_5_length_92531_cov_24.207199	NC_003210.1	78.289	304	5.35e-48	195	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_5_length_92531_cov_24.207199	NC_003210.1	89.474	152	6.93e-47	191	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_5_length_92531_cov_24.207199	NC_003210.1	78.305	295	2.49e-46	189	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_5_length_92531_cov_24.207199	NC_003210.1	76.860	242	1.18e-29	134	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_5_length_92531_cov_24.207199	NC_003210.1	75.940	266	4.26e-29	132	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	95.395	46580	0.0	74118	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	95.686	35740	0.0	57433	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	96.245	33186	0.0	54338	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	95.372	32888	0.0	52252	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	94.469	27137	0.0	41783	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	94.397	17258	0.0	26498	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	95.641	15876	0.0	25479	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	95.766	14715	0.0	23712	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	95.843	14217	0.0	22977	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	94.150	14256	0.0	21675	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	95.807	9491	0.0	15319	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	94.911	4166	0.0	6519	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	96.021	3192	0.0	5184	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	85.401	411	6.87e-116	422	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	88.462	312	5.43e-102	375	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	86.007	293	1.20e-83	315	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	82.667	300	4.41e-68	263	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	84.932	219	7.48e-56	222	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	78.289	304	1.63e-47	195	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	78.305	295	7.59e-46	189	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	73.902	410	2.77e-35	154	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	76.860	242	3.61e-29	134	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_1_length_281737_cov_33.308949	NC_003210.1	75.940	266	1.30e-28	132	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_255593_cov_31.976024	NC_003210.1	94.761	74522	0.0	1.159e+05	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_255593_cov_31.976024	NC_003210.1	94.530	74767	0.0	1.154e+05	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_255593_cov_31.976024	NC_003210.1	93.824	58821	0.0	88439	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_255593_cov_31.976024	NC_003210.1	94.614	19310	0.0	29887	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_255593_cov_31.976024	NC_003210.1	94.171	8080	0.0	12303	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_255593_cov_31.976024	NC_003210.1	94.312	6399	0.0	9790	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_255593_cov_31.976024	NC_003210.1	95.248	3009	0.0	4759	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_255593_cov_31.976024	NC_003210.1	96.339	1557	0.0	2555	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_255593_cov_31.976024	NC_003210.1	85.022	1589	0.0	1594	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_255593_cov_31.976024	NC_003210.1	94.444	792	0.0	1216	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_255593_cov_31.976024	NC_003210.1	84.731	1061	0.0	1062	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_255593_cov_31.976024	NC_003210.1	83.988	1018	0.0	966	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_255593_cov_31.976024	NC_003210.1	83.307	641	9.72e-164	580	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_255593_cov_31.976024	NC_003210.1	83.507	479	1.03e-123	448	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_contigs_NODE_2_length_255593_cov_31.976024	NC_003210.1	100.000	130	1.87e-61	241	NC_003210.1 Listeria monocytogenes EGD-e chromosome, complete genome
